"id_casa","ingreso_total","dias_ocupacion","ingreso_por_dia","cuartil_rentabilidad","alta_rentabilidad","tipo_vivienda","provincia_ubicacion","categoria"
2758,10060070,284,35422.7816901408,"Q4",TRUE,"Chalet","Chaco","Ultra lujo"
406,7401569,209,35414.2057416268,"Q4",TRUE,"Cabaña","Misiones","Ultra lujo"
561,8174903,231,35389.1904761905,"Q4",TRUE,"Cabaña","CABA","Económica"
2425,10190436,288,35383.4583333333,"Q4",TRUE,"Departamento","Chubut","Lujo"
875,9268528,262,35376.0610687023,"Q4",TRUE,"Casa","Misiones","Lujo"
1429,7640363,216,35372.0509259259,"Q4",TRUE,"Chalet","Neuquén","Lujo"
2784,9090497,257,35371.5836575876,"Q4",TRUE,"Chalet","San Juan","Estándar"
2991,8807500,249,35371.4859437751,"Q4",TRUE,"Casa","Buenos Aires","Ultra lujo"
288,8205012,232,35366.4310344828,"Q4",TRUE,"Casa","Misiones","Económica"
2839,11065342,313,35352.5303514377,"Q4",TRUE,"Casa","La Pampa","Estándar"
1251,11206103,317,35350.4826498423,"Q4",TRUE,"Cabaña","Río Negro","Premium"
852,10074484,285,35349.0666666667,"Q4",TRUE,"Loft","Corrientes","Estándar"
1967,9967176,282,35344.5957446809,"Q4",TRUE,"Cabaña","Salta","Económica"
1743,8199132,232,35341.0862068966,"Q4",TRUE,"Chalet","Córdoba","Ultra lujo"
2771,10593122,300,35310.4066666667,"Q4",TRUE,"Departamento","Entre Ríos","Lujo"
2062,7270148,206,35291.9805825243,"Q4",TRUE,"Casa","Río Negro","Lujo"
34,9033331,256,35286.44921875,"Q4",TRUE,"Chalet","Entre Ríos","Lujo"
1069,8996347,255,35279.7921568627,"Q4",TRUE,"Departamento","Neuquén","Ultra lujo"
2518,6913857,196,35274.7806122449,"Q4",TRUE,"Departamento","Buenos Aires","Lujo"
1530,9519241,270,35256.4481481481,"Q4",TRUE,"Casa","La Pampa","Ultra lujo"
216,8108874,230,35255.9739130435,"Q4",TRUE,"Cabaña","La Pampa","Ultra lujo"
522,11351568,322,35253.3167701863,"Q4",TRUE,"Departamento","Santa Fe","Estándar"
1470,6937380,197,35215.1269035533,"Q4",TRUE,"Casa","Tierra del Fuego","Premium"
1867,6686999,190,35194.7315789474,"Q4",TRUE,"Loft","Tucumán","Lujo"
1379,10625534,302,35183.8874172185,"Q4",TRUE,"Chalet","Mendoza","Premium"
717,5345958,152,35170.7763157895,"Q4",TRUE,"Cabaña","Santa Fe","Premium"
2520,11005109,313,35160.0926517572,"Q4",TRUE,"Chalet","Tucumán","Económica"
935,8718361,248,35154.6814516129,"Q4",TRUE,"Loft","La Rioja","Ultra lujo"
195,11140222,317,35142.6561514196,"Q4",TRUE,"Loft","La Rioja","Lujo"
649,8046480,229,35137.4672489083,"Q4",TRUE,"Departamento","Formosa","Estándar"
2589,8078967,230,35125.9434782609,"Q4",TRUE,"Chalet","Río Negro","Lujo"
277,9167578,261,35124.8199233716,"Q4",TRUE,"Loft","Santiago del Estero","Estándar"
2766,5583455,159,35116.0691823899,"Q4",TRUE,"Casa","Santa Fe","Lujo"
340,5369124,153,35092.3137254902,"Q4",TRUE,"Chalet","Entre Ríos","Estándar"
2153,8351075,238,35088.5504201681,"Q4",TRUE,"Chalet","Tierra del Fuego","Estándar"
1711,7964823,227,35087.3259911894,"Q4",TRUE,"Loft","Entre Ríos","Lujo"
448,7714765,220,35067.1136363636,"Q4",TRUE,"Cabaña","Catamarca","Estándar"
416,8308290,237,35056.0759493671,"Q4",TRUE,"Departamento","Chaco","Estándar"
2377,7570247,216,35047.4398148148,"Q4",TRUE,"Cabaña","Neuquén","Ultra lujo"
2715,9844284,281,35033.0391459075,"Q4",TRUE,"Loft","Río Negro","Estándar"
137,10671477,305,34988.4491803279,"Q4",TRUE,"Chalet","La Rioja","Económica"
2268,9617465,275,34972.6,"Q4",TRUE,"Chalet","Formosa","Ultra lujo"
441,9896877,283,34971.296819788,"Q4",TRUE,"Casa","La Rioja","Ultra lujo"
321,8705491,249,34961.8112449799,"Q4",TRUE,"Chalet","Misiones","Premium"
2321,13704160,392,34959.5918367347,"Q4",TRUE,"Casa","Tierra del Fuego","Económica"
2936,8389954,240,34958.1416666667,"Q4",TRUE,"Chalet","Salta","Estándar"
1507,6815660,195,34952.1025641026,"Q4",TRUE,"Departamento","Mendoza","Económica"
1506,6396168,183,34951.737704918,"Q4",TRUE,"Cabaña","Misiones","Lujo"
2261,9226316,264,34948.1666666667,"Q4",TRUE,"Departamento","Catamarca","Lujo"
1362,10093767,289,34926.5294117647,"Q4",TRUE,"Departamento","Santa Fe","Estándar"
656,9354692,268,34905.5671641791,"Q4",TRUE,"Cabaña","Salta","Económica"
2981,7496560,215,34867.7209302326,"Q4",TRUE,"Loft","Santiago del Estero","Ultra lujo"
116,7111091,204,34858.2892156863,"Q4",TRUE,"Loft","Río Negro","Lujo"
1027,7107198,204,34839.2058823529,"Q4",TRUE,"Cabaña","Córdoba","Estándar"
816,8325714,239,34835.6234309623,"Q4",TRUE,"Cabaña","Misiones","Estándar"
1257,8290315,238,34833.256302521,"Q4",TRUE,"Cabaña","Santiago del Estero","Económica"
807,8463497,243,34829.2057613169,"Q4",TRUE,"Departamento","La Rioja","Premium"
1017,8566744,246,34824.162601626,"Q4",TRUE,"Departamento","San Luis","Económica"
803,12604971,362,34820.361878453,"Q4",TRUE,"Cabaña","Formosa","Económica"
1559,12182595,350,34807.4142857143,"Q4",TRUE,"Chalet","Entre Ríos","Estándar"
106,10511513,302,34806.3344370861,"Q4",TRUE,"Casa","Buenos Aires","Premium"
2577,7933997,228,34798.2324561404,"Q4",TRUE,"Chalet","San Juan","Lujo"
305,10159418,292,34792.5273972603,"Q4",TRUE,"Cabaña","Río Negro","Premium"
2094,11061236,318,34783.7610062893,"Q4",TRUE,"Departamento","San Juan","Premium"
2331,8208664,236,34782.4745762712,"Q4",TRUE,"Chalet","Santa Fe","Económica"
2099,8272900,238,34760.0840336134,"Q4",TRUE,"Casa","Buenos Aires","Ultra lujo"
125,7367633,212,34752.9858490566,"Q4",TRUE,"Cabaña","Córdoba","Premium"
1806,6947849,200,34739.245,"Q4",TRUE,"Casa","Catamarca","Ultra lujo"
506,7884736,227,34734.5198237885,"Q4",TRUE,"Departamento","Buenos Aires","Lujo"
662,6599281,190,34733.0578947368,"Q4",TRUE,"Cabaña","Formosa","Estándar"
304,11079636,319,34732.4012539185,"Q4",TRUE,"Cabaña","Buenos Aires","Lujo"
2640,10032953,289,34716.1003460208,"Q4",TRUE,"Chalet","CABA","Ultra lujo"
779,5936304,171,34715.2280701754,"Q4",TRUE,"Departamento","San Juan","Ultra lujo"
2123,6768269,195,34709.0717948718,"Q4",TRUE,"Casa","Chubut","Económica"
1710,8260234,238,34706.8655462185,"Q4",TRUE,"Casa","Entre Ríos","Ultra lujo"
2658,6975028,201,34701.631840796,"Q4",TRUE,"Cabaña","Santa Cruz","Premium"
274,6002410,173,34696.0115606936,"Q4",TRUE,"Chalet","Santa Cruz","Ultra lujo"
1184,7561470,218,34685.6422018349,"Q4",TRUE,"Chalet","Santa Cruz","Ultra lujo"
239,6449904,186,34676.9032258065,"Q4",TRUE,"Loft","San Juan","Estándar"
2114,8078248,233,34670.5922746781,"Q4",TRUE,"Casa","Tucumán","Premium"
132,8111618,234,34665.0341880342,"Q4",TRUE,"Loft","La Pampa","Premium"
2843,10083258,291,34650.3711340206,"Q4",TRUE,"Departamento","Formosa","Ultra lujo"
2892,7518640,217,34648.1105990783,"Q4",TRUE,"Casa","Chaco","Estándar"
872,8037081,232,34642.5905172414,"Q4",TRUE,"Departamento","La Pampa","Lujo"
2339,8972165,259,34641.5637065637,"Q4",TRUE,"Departamento","Misiones","Estándar"
318,9941724,287,34640.1533101045,"Q4",TRUE,"Chalet","Santa Fe","Estándar"
959,9037716,261,34627.2643678161,"Q4",TRUE,"Casa","Salta","Premium"
2239,8656646,250,34626.584,"Q4",TRUE,"Chalet","Tierra del Fuego","Estándar"
741,6197543,179,34623.1452513967,"Q4",TRUE,"Cabaña","Formosa","Lujo"
1964,9343770,270,34606.5555555556,"Q4",TRUE,"Loft","Neuquén","Lujo"
1388,7542222,218,34597.3486238532,"Q4",TRUE,"Departamento","Corrientes","Económica"
678,9825642,284,34597.3309859155,"Q4",TRUE,"Loft","Chubut","Lujo"
1596,6809941,197,34568.2284263959,"Q4",TRUE,"Chalet","Río Negro","Económica"
728,10023424,290,34563.5310344828,"Q4",TRUE,"Chalet","La Rioja","Estándar"
722,11473960,332,34560.1204819277,"Q4",TRUE,"Loft","Tierra del Fuego","Premium"
2856,7838218,227,34529.5947136564,"Q4",TRUE,"Departamento","Córdoba","Ultra lujo"
1900,9495490,275,34529.0545454545,"Q4",TRUE,"Chalet","Buenos Aires","Económica"
289,9908624,287,34524.8222996516,"Q4",TRUE,"Chalet","Salta","Económica"
1870,8009548,232,34523.9137931034,"Q4",TRUE,"Chalet","Santa Fe","Lujo"
232,8595455,249,34519.8995983936,"Q4",TRUE,"Casa","Misiones","Ultra lujo"
394,7935277,230,34501.2043478261,"Q4",TRUE,"Departamento","Chaco","Estándar"
2754,7622931,221,34492.9004524887,"Q4",TRUE,"Loft","Santa Fe","Premium"
1188,9619938,279,34480.064516129,"Q4",TRUE,"Departamento","Buenos Aires","Económica"
2341,7066730,205,34471.8536585366,"Q4",TRUE,"Chalet","Santa Fe","Económica"
2069,7375963,214,34467.1168224299,"Q4",TRUE,"Cabaña","Tucumán","Premium"
2223,5859114,170,34465.3764705882,"Q4",TRUE,"Chalet","Neuquén","Ultra lujo"
2848,10165197,295,34458.2949152542,"Q4",TRUE,"Loft","La Pampa","Lujo"
2090,8304432,241,34458.22406639,"Q4",TRUE,"Chalet","CABA","Económica"
836,6716181,195,34441.9538461538,"Q4",TRUE,"Cabaña","Jujuy","Premium"
625,7473549,217,34440.3179723502,"Q4",TRUE,"Casa","Corrientes","Económica"
2688,8988641,261,34439.2375478927,"Q4",TRUE,"Cabaña","Santa Fe","Económica"
1534,7851483,228,34436.3289473684,"Q4",TRUE,"Casa","La Pampa","Estándar"
967,7643062,222,34428.2072072072,"Q4",TRUE,"Cabaña","Entre Ríos","Económica"
2173,9808209,285,34414.7684210526,"Q4",TRUE,"Cabaña","Tierra del Fuego","Económica"
1662,8153967,237,34404.9240506329,"Q4",TRUE,"Loft","La Pampa","Económica"
1407,8077140,235,34370.8085106383,"Q4",TRUE,"Casa","CABA","Económica"
2654,7042656,205,34354.4195121951,"Q4",TRUE,"Chalet","San Juan","Premium"
2368,5531015,161,34354.1304347826,"Q4",TRUE,"Cabaña","Corrientes","Estándar"
558,10542882,307,34341.6351791531,"Q4",TRUE,"Loft","Buenos Aires","Económica"
1698,9197502,268,34319.0373134328,"Q4",TRUE,"Cabaña","Río Negro","Económica"
115,7752732,226,34304.1238938053,"Q4",TRUE,"Departamento","Entre Ríos","Ultra lujo"
1725,9879361,288,34303.3368055556,"Q4",TRUE,"Chalet","Buenos Aires","Económica"
2018,8505612,248,34296.8225806452,"Q4",TRUE,"Departamento","La Rioja","Lujo"
2275,8092584,236,34290.6101694915,"Q4",TRUE,"Chalet","La Rioja","Lujo"
1941,11350171,331,34290.5468277946,"Q4",TRUE,"Casa","Catamarca","Económica"
487,7198037,210,34276.3666666667,"Q4",TRUE,"Chalet","La Rioja","Ultra lujo"
1756,6886497,201,34261.1791044776,"Q4",TRUE,"Loft","Mendoza","Estándar"
457,6163753,180,34243.0722222222,"Q4",TRUE,"Loft","Jujuy","Premium"
1990,8491104,248,34238.3225806452,"Q4",TRUE,"Cabaña","Santa Cruz","Lujo"
1987,8353744,244,34236.6557377049,"Q4",TRUE,"Cabaña","Mendoza","Ultra lujo"
1052,6025013,176,34233.0284090909,"Q4",TRUE,"Casa","Tucumán","Económica"
379,7118074,208,34221.5096153846,"Q4",TRUE,"Departamento","Córdoba","Lujo"
2414,6944690,203,34210.2955665025,"Q4",TRUE,"Cabaña","Formosa","Premium"
2721,9749671,285,34209.3719298246,"Q4",TRUE,"Loft","Salta","Ultra lujo"
295,6772313,198,34203.601010101,"Q4",TRUE,"Chalet","Salta","Lujo"
2807,6942376,203,34198.8965517241,"Q4",TRUE,"Loft","Catamarca","Estándar"
2625,5402598,158,34193.6582278481,"Q4",TRUE,"Chalet","Neuquén","Lujo"
791,7520020,220,34181.9090909091,"Q4",TRUE,"Loft","Chaco","Económica"
1115,8233726,241,34164.8381742739,"Q4",TRUE,"Departamento","Santa Cruz","Ultra lujo"
1186,6729150,197,34158.1218274112,"Q4",TRUE,"Departamento","Buenos Aires","Estándar"
2760,8844765,259,34149.6718146718,"Q4",TRUE,"Loft","Neuquén","Económica"
576,6692621,196,34146.0255102041,"Q4",TRUE,"Chalet","Jujuy","Lujo"
396,11301111,331,34142.329305136,"Q4",TRUE,"Cabaña","Santa Cruz","Premium"
1850,6179718,181,34142.0883977901,"Q4",TRUE,"Loft","Chaco","Estándar"
